SETOR,LOCALIZAÇÃO,CÓDIGO,DESCRIÇÃO,QTD,ALMOXARIFADO
AL01 - EST,CH,288200,ROLAMENTO FRM 207 EIXO 35MM (Un),,Central
AL01 - EST,CH,288198,ROLAMENTO YAR 208,,Central
AL01 - EST,CH,288009,ROLAMENTO 6001 2RS (Un),,Central
AL01 - EST,CH,213849,CORREIA ABERTA V20M,,Central
NÃO EXISTE - NÃO EXISTE,,200406,KIT BOMBA MULTI,,Central
AL01 - EST,CH,200491,"TELA SOMBRITE PRETA 70% 3,00M LARG. (M)",,Central
NÃO EXISTE - NÃO EXISTE,,200402,KIT MULTI,,Central
NÃO EXISTE - NÃO EXISTE,,224572,CORREIA TRANSP. LISA PRETA C/03 LONAS CF150 RAA CÓD. P.20.194.01.01 (Un),,Central
AL04 - CHA,,120985,CHAPA EXPANDIDA 1/4 X 2000 X 1000MM (Un),,Central
AL01 - EST,PJ06,200335,GUIA UHMW EST. LATERAL 75 x 2970mm,,Central
AL01 - GAV,GT01,648384,INS SPMG 07T308 ZVRW1328 (Un),,Central
AL04 - SER,,134034,"TUBO QDR    30,00 X 3MM (KG)",,Central
NÃO EXISTE - NÃO EXISTE,,224395,CORREIA TRANS VM 9/2,,Central
AL04 - SER,,126160,AÇO CHATO LAM 1/2 X 2.1/2 SAE,,Central
AL01 - EST,B01,258143,PARAF SEX   1/2 X 3     UNF ZB (Un),,Central
AL04 - CHA,,134019NAC,TUBO RETANGULAR 200 X 100 X 6.35 (KG),,Central
AL10 - GASES,,801136,ARGONIO GASOSO (M3),,Central
AL01 - EST,PJ06,236210,MANCAL PA 204 (Un),,Central
NÃO EXISTE - NÃO EXISTE,,299719,TE RECALQUE 2 220,,Central
NÃO EXISTE - NÃO EXISTE,,117113,TARUGO NYLON RED. DE 100mm. (M),,Central
AL01 - AM,AM06,226114,MOLA TRAÇÃO MT 4X29 5X104X151 5T CRUZ (Un),,Central
NÃO EXISTE - NÃO EXISTE,,650301,"INS TDT 6.00 E 0,80 TT7220 (Un)",,Central
AL01 - EST,CH,200371,"TELA SOMBRAX PRETA 50% 3,00 (M)",,Central
AL01 - AM,AM06,238409,MOLA PARA FIXAR FILME,,Central
AL02 - GALPÃO,,299715,CARDAN REF. 2001/2P B20B20,,Central
NÃO EXISTE - NÃO EXISTE,,240551,ADAPT. MACHO JIC 3/4 X 3/8 NPT (Un),,Central
AL01 - EST,CX,200490,CONEC. SAK C/ PORTA FUSÍVEL C/ SIN 24V MAT,,Central
NÃO EXISTE - NÃO EXISTE,,649042,INS 16 IRM AG 60 VP 15 MIT (Un),,Central
NÃO EXISTE - NÃO EXISTE,,292258,JOELHO 90º JIC 1.1/16 X 1.5/16 UNF (Un),,Central
NÃO EXISTE - NÃO EXISTE,,200030,ELEMENTO FILTRANTE HEK85,,Central
MANUTENÇÃO - MANUTENÇÃO,,501082,ROLAMENTO 6204,,Central
MANUTENÇÃO - MANUTENÇÃO,,504776,UNIÃO FG ASSENTO PLANO 1/2 (Un),,Central
MANUTENÇÃO - MANUTENÇÃO,,534222,"ABRACADEIRA NYLON 0,20CM PRETA (Un)",,Central
MANUTENÇÃO - MANUTENÇÃO,,504730,JOELHO FEMEA NPT 3/4 X 3/4 (Un),,Central
MANUTENÇÃO - MANUTENÇÃO,,501700,GRAXA BRANCA SPRAY (Un),,Central
MANUTENÇÃO - MANUTENÇÃO,,510392,PARAF ALLEN C/C 14X180MM (Un),,Central
MANUTENÇÃO - MANUTENÇÃO,,504950,BUJÃO FG 1 (Un),,Central
MANUTENÇÃO - MANUTENÇÃO,,500075,ABRACADEIRA DE NY 200MM NT T050R (Un),,Central
MANUTENÇÃO - MANUTENÇÃO,,533024,PLUGUE FEMEA 2P + T 20A TMD2,,Central
MANUTENÇÃO - MANUTENÇÃO,,501179,LUVA FG 1 (Un),,Central
MANUTENÇÃO - MANUTENÇÃO,,501136,ROLAMENTO 6001 2RS (Un),,Central
MANUTENÇÃO - MANUTENÇÃO,,500722,PARAF. ALLEN C.CAB 3/8 X 1.1/2 UNC (Un),,Central
MANUTENÇÃO - MANUTENÇÃO,,510391,PARAF ALLEN C/C 14X50MM (Un),,Central
MANUTENÇÃO - MANUTENÇÃO,,504617,BUJÃO FG 1/2 (Un),,Central
MANUTENÇÃO - MANUTENÇÃO,,504731,LUVA FEMEA NPT 3/4 X 3/4 (Un),,Central
MANUTENÇÃO - MANUTENÇÃO,,510236,PARAF ALLEN C/C 10X90MM (Un),,Central
NÃO EXISTE - NÃO EXISTE,,213847,CORREIA ABERTA 2L 1/8 X 1/16,,Central
NÃO EXISTE - NÃO EXISTE,,213841,CORREIA TR 2L,,Central
NÃO EXISTE - NÃO EXISTE,,222141,VALV. REGUL. DE VAZAO 60L/MIN 1/2 NPT (Un),,Central
NÃO EXISTE - NÃO EXISTE,,224158,CORREIA B,,Central
NÃO EXISTE - NÃO EXISTE,,240647,REPARO CILINDRO CILINDRO TEL. CBH 8T 19 OC V3585,,Central
NÃO EXISTE - NÃO EXISTE,,259241,PARAF SEX   1 X 11   UNC ZB (Un),,Central
NÃO EXISTE - NÃO EXISTE,,240216,MANG A/P SAE,,Central
AL01 - EST,CX,219801,CHAVE TRIP. P/MOTOR C/2 BOTÕES 30A CS,,Central
NÃO EXISTE - NÃO EXISTE,,238430,MOLA DO EST. DE CORR. MS,,Central
AL01 - EST,CH,117008,TECNIL TARUGO 60MM (KG),,Central
AL01 - EST,B01,274185,PORCA SEXT. INOX,,Central
AL02 - GALPÃO,,200220,"ESCOVA EM NYLON 0,40 PRETO PP CÓD.05.225.00.000 (Un)",,Central
AL01 - AM,AM03,509175,SUPORTE DE BORRACHA 4.1/2 MAX (Un),,Central
