Códigos,Item,Local,Célula,Posição,Cod. Localização,Saldo,almoxarifado
120017," CHAPA GQ 3/8 (9,53) A36/CIVIL300 (KG)",AL04,CHA,,AL04-CHA-,"2830,42",Central 
222149, CAIXA DE TRANSMISSÃO INPEL CT14501,AL02,GALPÃO,,AL02-GALPÃO-,1,Central 
222443, TUBO TCB 073 X 063 X 05 ST52 BRUN 535MM CÓD. 12416 (Un),NÃO EXISTE,NÃO EXISTE,,NÃO EXISTE-NÃO EXISTE-,8,Central 
299720," ADAPTADOR ER RI 1.1/2  2,45 (Un)",NÃO EXISTE,NÃO EXISTE,,NÃO EXISTE-NÃO EXISTE-,10,Central 
212055, ARRUELA LISA INOX ,AL01,EST,C02,AL01-EST-C02,7210,Central 
200225, NYLON PVC 210 D AZUL ROYAL (M),AL01,EST,CH,AL01-EST-CH,170,Central 
299421, CABO DE ACO GALV. 1/2 ,NÃO EXISTE,NÃO EXISTE,,NÃO EXISTE-NÃO EXISTE-,146,Central 
275750, PORCA SX. ESP.  1/2  REF. 52053 (Un),NÃO EXISTE,NÃO EXISTE,,NÃO EXISTE-NÃO EXISTE-,808,Central 
350991, SILICONE ULTRA 598 BLACK 70GR (Un),NÃO EXISTE,NÃO EXISTE,,NÃO EXISTE-NÃO EXISTE-,26,Central 
505010, CINTA C/ CATRACA 3 TON 9 MTS 50MM (Un),AL01,SL1,CH,AL01-SL1-CH,15,Central 
298339, CURVA 90º SCH,AL02,GALPÃO,,AL02-GALPÃO-,9,Central 
34583, ROLO MOTOR [MCF M23] (Un),AL01,EST,CH,AL01-EST-CH,18,Central 
641310, BROCA AR 7/32  LONGA  DIN340 (Un),AL01,GAV,G01,AL01-GAV-G01,6,Central 
209906, ADAPTADOR ESCAMA X ROSCA 4 X 4 ,AL01,EST,PJ06,AL01-EST-PJ06,10,Central 
316477, PREGO ARDOX C/ CAB. 2  X 12 (KG),NÃO EXISTE,NÃO EXISTE,,NÃO EXISTE-NÃO EXISTE-,20,Central 
260708, PRISIONEIRO REF. B,NÃO EXISTE,NÃO EXISTE,,NÃO EXISTE-NÃO EXISTE-,198,Central 
504876, ESPIGÃO FIXO P/ MANG. ROSCA MACHO 1/4 X 1/4 REF. ARC,NÃO EXISTE,NÃO EXISTE,,NÃO EXISTE-NÃO EXISTE-,40,Central 
212052, ARRUELA LISA INOX ,AL01,AM,AM06,AL01-AM-AM06,2348,Central 
212027, ARRUELA LISA INOX 1/4 (Un),AL01,AM,AM06,AL01-AM-AM06,1700,Central 
212053, ARRUELA LISA INOX ,AL01,AM,AM06,AL01-AM-AM06,648,Central 
212264, ARR. DE PRES. MÉDIA INOX 5/16 (Un),AL01,AM,AM06,AL01-AM-AM06,2432,Central 
212265, ARR. DE PRES. MÉDIA INOX 1/2 (Un),AL01,AM,AM06,AL01-AM-AM06,232,Central 
212057, ARRUELA LISA INOX ,AL01,AM,AM06,AL01-AM-AM06,160,Central 
112975, AÇO RED INOX 304  DE  3/4 (KG),AL04,CHA,,AL04-CHA-,"13,5",Central 
600525, BOLSA LONA P/ FERRAMENTAS (Un),NÃO EXISTE,NÃO EXISTE,,NÃO EXISTE-NÃO EXISTE-,2,Central 
130152, CANTONEIRA   1/8  X 1.1/4 1020 (KG),AL04,SER,,AL04-SER-,"57,6",Central 
200469, Disjuntor Bipolar Corrente Continua 16A (Un),NÃO EXISTE,NÃO EXISTE,,NÃO EXISTE-NÃO EXISTE-,5,Central 
700314, APOSTILA A4 (Un),NÃO EXISTE,NÃO EXISTE,,NÃO EXISTE-NÃO EXISTE-,20,Central 
275126, PORCA  SEXT. INOX 5/8 UNC (Un),AL01,AM,AM06,AL01-AM-AM06,100,Central 
275125, PORCA  SEXT. INOX 1/2 UNC (Un),AL01,AM,AM06,AL01-AM-AM06,510,Central 
272140, PORCA SEXT INOX 1/4 UNC (Un),AL01,AM,AM06,AL01-AM-AM06,2064,Central 
259356, PARAF SEX INOX  1/2 X 1.1/4 UNC (Un),AL01,EST,C02,AL01-EST-C02,121,Central 
702100, LUVA TRICOTADA PRETA PU TAM G MULTITATO CA 29014 (Un),AL01,EPI,,AL01-EPI-,45,Central 
600369,,NÃO EXISTE,NÃO EXISTE,,NÃO EXISTE-NÃO EXISTE-,0,Central 
501006, ROLAMENTO 32208 1ªL 40X80X24.75MM (Un),MANUTENÇÃO,MANUTENÇÃO,,MANUTENÇÃO-MANUTENÇÃO-,3,Central 
504852, MEMBRANA DIAFRAGMA T,NÃO EXISTE,NÃO EXISTE,,NÃO EXISTE-NÃO EXISTE-,1,Central 
509499, MANGUEIRA OFFSHORE 3/8 X 5000MM C/ TERMINAIS (Un),NÃO EXISTE,NÃO EXISTE,,NÃO EXISTE-NÃO EXISTE-,1,Central 
700249, CINTO SEGURANÇA 04 PONTOS ARCORAGEM SEM TALABARTE (Un),AL01,EPI,,AL01-EPI-,1,Central 
112822, AÇO RED INOX  304  DE  1/8 (KG),AL04,SER,,AL04-SER-,10,Central 
274094, PORCA SEX    5/16 A/TR NY UNC (Un),NÃO EXISTE,NÃO EXISTE,,NÃO EXISTE-NÃO EXISTE-,554,Central 
35713, PARAFUSO LAMINA METISA [ROCAX1800] (Un),AL01,EST,PJ06,AL01-EST-PJ06,45,Central 
298878, MACHO  ENG RÁPIDO DE 1/2 (Un),NÃO EXISTE,NÃO EXISTE,,NÃO EXISTE-NÃO EXISTE-,2,Central 
200483, espaguete termo retrátil 1.1/2 (M),AL01,EST,CH,AL01-EST-CH,37,Central 
398049, KIT ADESIVO BASICA FA5 METALICA (Un),AL01,SL1,C54,AL01-SL1-C54,5,Central 
398060, KIT ADESIVO BASICA F6 METALICA (Un),AL01,SL1,C55,AL01-SL1-C55,7,Central 
599252,,NÃO EXISTE,NÃO EXISTE,,NÃO EXISTE-NÃO EXISTE-,0,Central 
504857, TINTA EPÓXI AMARELO SEG (L),NÃO EXISTE,NÃO EXISTE,,NÃO EXISTE-NÃO EXISTE-,"2,7",Central 
700334, CINTO ERGONOMICO (PROT LOMBAR) (Un),AL01,EPI,,AL01-EPI-,5,Central 
702052, VALVULA DE INALAÇÃO 3M (Un),AL01,EPI,,AL01-EPI-,15,Central 
702065, RESPIRADOR DESCARTÁVEL CARVÃO PFF1 CA448,AL01,EPI,,AL01-EPI-,9,Central 
702085, CARNEIRA S/CATRACA P/MASCARA SOLDADOR (Un),AL01,EPI,,AL01-EPI-,10,Central 
702038, LENTE ESCURA N 14 (Un),AL01,EPI,,AL01-EPI-,10,Central 
774498,,AL01,EPI,,AL01-EPI-,0,Central 
599348,,NÃO EXISTE,NÃO EXISTE,,NÃO EXISTE-NÃO EXISTE-,0,Central 
313125, SKYLACK ENDURECEDOR P/ PU 900ML (L),NÃO EXISTE,NÃO EXISTE,,NÃO EXISTE-NÃO EXISTE-,"1,8",Central 
599116, PÁ QUADRADA (Un),NÃO EXISTE,NÃO EXISTE,,NÃO EXISTE-NÃO EXISTE-,4,Central 
523456, SELO MECÂNICO 5/8 (Un),NÃO EXISTE,NÃO EXISTE,,NÃO EXISTE-NÃO EXISTE-,5,Central 
134111,,AL04,SER,,AL04-SER-,0,Central 
313192, TINTA EPOXI AZUL + CATALISADOR KIT (L),AL03,INFLAMÁVEIS,,AL03-INFLAMÁVEIS-,"172,8",Central 
134110, TUBO SCHEDULLE 40 ,AL04,SER,,AL04-SER-,14,Central 
268410, PNEU RODOV. 650 X16 CT52 6 Pr ,AL05,BORRACHARIA,,AL05-BORRACHARIA-,11,Central 
268501, PNEU RODOV. 700X16 CT52 10 Pr ,AL05,BORRACHARIA,,AL05-BORRACHARIA-,7,Central 
224398, CORREIA TRANS VM 9/2,NÃO EXISTE,NÃO EXISTE,,NÃO EXISTE-NÃO EXISTE-,2,Central 
200150, VALVULA RETEN. SIMP. 3/4 PISTAO 80LTS 350 BAR CÓD.08249 (Un),NÃO EXISTE,NÃO EXISTE,,NÃO EXISTE-NÃO EXISTE-,2,Central 
268407, PNEU 6.00,NÃO EXISTE,NÃO EXISTE,,NÃO EXISTE-NÃO EXISTE-,10,Central 
240621, BUCHA RED. F/M NPT 1.1/2X1 (Un),NÃO EXISTE,NÃO EXISTE,,NÃO EXISTE-NÃO EXISTE-,150,Central 
288205, ROLAMENTO YAR 204,AL01,EST,PJ06,AL01-EST-PJ06,111,Central 
222439, AÇO MT 40MM CROMADO SAE 1045 NORMAL 594MM CÓD. 7682 (Un),NÃO EXISTE,NÃO EXISTE,,NÃO EXISTE-NÃO EXISTE-,8,Central 
236224, ROLAMENTO 20MM P/ MANCAL DE FLANGE OVAL TIPO FL204 (Un),AL01,EST,PJ06,AL01-EST-PJ06,48,Central 
288207, ROLAMENTO YAR 205,NÃO EXISTE,NÃO EXISTE,,NÃO EXISTE-NÃO EXISTE-,16,Central 
236218,,NÃO EXISTE,NÃO EXISTE,,NÃO EXISTE-NÃO EXISTE-,0,Central 
222122, CABO CAN 1 NODO 5M CÓD. VBK50,NÃO EXISTE,NÃO EXISTE,,NÃO EXISTE-NÃO EXISTE-,2,Central 
200153, TUBO PVC RIG. SOLD. 75MM (M),AL08,PROJETOS,,AL08-PROJETOS-,"36,3",Central 
238408, MOLA PARA APLICADOR TNT (Un),AL01,AM,AM07,AL01-AM-AM07,65,Central 
112834, AÇO RED. INOX 304  DE  5/16 (KG),AL04,SER,,AL04-SER-,40,Central 
313130, DILUENTE P/ EPOXI ALTA ESPES. CÓD.21000073 (L),AL03,INFLAMÁVEIS,,AL03-INFLAMÁVEIS-,65,Central 
232325, OLHAL ARTICULÁVEL SOLDÁVE 8 TON REF. 86WPL8 (Un),NÃO EXISTE,NÃO EXISTE,,NÃO EXISTE-NÃO EXISTE-,6,Central 
650302," INS TDT 4.00 E 0,40 TT7220 (Un)",NÃO EXISTE,NÃO EXISTE,,NÃO EXISTE-NÃO EXISTE-,10,Central 
504864, CONTROLE REMOTO 3 COMANDOS 433MHZ (Un),NÃO EXISTE,NÃO EXISTE,,NÃO EXISTE-NÃO EXISTE-,3,Central 
569875, ALAVANCA PLM 600 (Un),NÃO EXISTE,NÃO EXISTE,,NÃO EXISTE-NÃO EXISTE-,3,Central 
299171, TERM. ENG. RÁPIDO REF. B250 6 ESTRIAS 1.3/8 (Un),AL02,GALPÃO,,AL02-GALPÃO-,10,Central 
501270, ROLAMENTO 6201 ZZ (Un),MANUTENÇÃO,MANUTENÇÃO,,MANUTENÇÃO-MANUTENÇÃO-,132,Central 
288206, MANCAL APOIO FRM P204 (Un),AL01,EST,PJ06,AL01-EST-PJ06,34,Central 
501163, TUBEIRA P/ LAVADORA DE ALTA PRESSÃO HD 10/18 MAXI (Un),NÃO EXISTE,NÃO EXISTE,,NÃO EXISTE-NÃO EXISTE-,2,Central 
650311, INS TDC 4 ,NÃO EXISTE,NÃO EXISTE,,NÃO EXISTE-NÃO EXISTE-,10,Central 
534857, BOCAL LEVE SB ME 135 15MM ME,AL01,AM,AM03,AL01-AM-AM03,20,Central 
134088," TUBO QDR    20,00 X 20,00 X 1,50 (KG)",AL04,SER,,AL04-SER-,90,Central 
124102, ACO LAMINADO QDR 1.1/2    1020 (KG),AL04,SER,,AL04-SER-,"77,33",Central 
201000," DISCO GRADE CONCAVO LISO 18,00L 3,00MM 1F (Un)",AL08,PROJETOS,,AL08-PROJETOS-,6,Central 
226406, CORRENTE SIMPLES ASA,AL01,EST,PJ08,AL01-EST-PJ08,8,Central 
226187, EMENDA SIMPLES P/ CORR. ASA,AL01,EST,PJ08,AL01-EST-PJ08,3,Central 
240645, REPARO CILINDRO TUTTO 2 ESTAGIO BASC. LATERAL V3565,NÃO EXISTE,NÃO EXISTE,,NÃO EXISTE-NÃO EXISTE-,5,Central 
292723, SOLENOIDE TIPO CR35 SY17 24Vcc 16.3w. (Un),NÃO EXISTE,NÃO EXISTE,,NÃO EXISTE-NÃO EXISTE-,2,Central 
222207, TOMADA CONECTOR FEMEA 16 PINOS C/ TRAVA (Un),AL01,EST,CH,AL01-EST-CH,9,Central 
222206, TOMADA CONECTOR MACHO 16 PINOS C/ TRAVA (Un),AL01,EST,CH,AL01-EST-CH,9,Central 
240646, FUNDO Ø 126MM X 46MM CILINDRO TUTTO 6 TON V3562,NÃO EXISTE,NÃO EXISTE,,NÃO EXISTE-NÃO EXISTE-,3,Central 
200058, ASPERSOR NY,NÃO EXISTE,NÃO EXISTE,,NÃO EXISTE-NÃO EXISTE-,41,Central 
702029, LUVA MIC 2 EM 1 ,AL01,EPI,,AL01-EPI-,15,Central 
226208, CORRENTE ELO 5/16 F. POLIDO (KG),AL01,COR,ECH,AL01-COR-ECH,"30,19",Central 
274186, PORCA SEXT. INOX ,AL01,AM,AM06,AL01-AM-AM06,3040,Central 
230511, MOLA PROTEÇÃO PVC PRETO 66MM (M),NÃO EXISTE,NÃO EXISTE,,NÃO EXISTE-NÃO EXISTE-,16,Central 
222441, EMBOLO C/ VED. CN 063 X 027 X 050 CÓD 9379 (Un),NÃO EXISTE,NÃO EXISTE,,NÃO EXISTE-NÃO EXISTE-,8,Central 
236222, ROLAMENTO 25MM P/ MANCAL DE APOIO TIPO P205 (Un),AL01,EST,PJ06,AL01-EST-PJ06,16,Central 
260332, PARAF SEX   3/4 X 5  UNF ZB (Un),AL01,EST,PJ07,AL01-EST-PJ07,77,Central 
CADEIRA, CADEIRA EXECUTIVA INJETADA C/ BRAÇO T (Un),IMOBILIZADO,,,IMOBILIZADO--,3,Central 
LIXADEIRA, LIXADEIRA PNEUMÁTICA (Un),IMOBILIZADO,,,IMOBILIZADO--,2,Central 
134272, TUBO SCHEDULLE 40 ,AL04,SER,,AL04-SER-,"39,21",Central 
134449, TUBO QDR 100 X 3.00MM (KG),AL04,SER,,AL04-SER-,56,Central 
134049," TUBO QDR    63,50 X 63,50 X 5,00 (KG)",AL04,SER,,AL04-SER-,"47,87",Central 
134697," TUBO QDR    60 X 4,00 (KG)",AL04,SER,,AL04-SER-,20,Central 
134181, TUBO     3/4       DIN 2440 (KG),AL04,SER,,AL04-SER-,"19,4",Central 
134455, TUBO QDR    30 X 1.50MM (KG),AL04,SER,,AL04-SER-,"13,4",Central 
134156, TUBO MECANICO  43 X  30  ST,AL04,SER,,AL04-SER-,"6,56",Central 
134510, TUBO SCHEDULLE 40 ,AL04,SER,,AL04-SER-,15,Central 
134200, TUBO SCHEDULLE 80 ,AL04,SER,,AL04-SER-,"8,84",Central 
134171, TUBO SCHEDULLE 80 ,AL04,SER,,AL04-SER-,"32,5",Central 
134447," TUBO QDR    40 X 4,5MM (KG)",AL04,SER,,AL04-SER-,32,Central 
134048, TUBO QDR. INOX AISI 304 20.00MM X 2.00MM (M),AL04,SER,,AL04-SER-,6,Central 
134693, TUBO AÇO INOX 304 ,AL04,SER,,AL04-SER-,6,Central 
200248, PLUG UNIVERSAL P/ SOLENOIDE (Un),NÃO EXISTE,NÃO EXISTE,,NÃO EXISTE-NÃO EXISTE-,20,Central 
225679, ARO  20 x 7.5 (Un),AL02,GALPÃO,,AL02-GALPÃO-,20,Central 
224581, CORREIA TRANSP. HORIZONTAL C/ TALISCAS U 1 27000 X 480MM (Un),AL08,PROJETOS,,AL08-PROJETOS-,4,Central 
224584, CORREIA TRANSP. ELEVATÓRIA C/ TALISCAS RETAS 5.300 X 480mm C/ talisca e borda (Un),AL08,PROJETOS,,AL08-PROJETOS-,4,Central 
120923," CHAPA GQ 5/8 (15,8) A36/CIVIL300 (KG)",AL04,CHA,,AL04-CHA-,"5967,73",Central 
299010, CARDAN REF. CC,NÃO EXISTE,NÃO EXISTE,,NÃO EXISTE-NÃO EXISTE-,3,Central 
299960, CARDAN REF. CC,AL08,PROJETOS,,AL08-PROJETOS-,3,Central 
200404, KIT ACESSÓRIOS MULTI,AL01,EST,B03,AL01-EST-B03,3,Central 
288205, ROLAMENTO YAR 204,AL01,EST,CH,AL01-EST-CH,111,Central 
288767, ROLAMENTO REF 6302 (Un),AL01,EST,CH,AL01-EST-CH,180,Central 
288208, ROLAMENTO YAR 206,AL01,EST,CH,AL01-EST-CH,45,Central 
288200, ROLAMENTO FRM 207 EIXO 35MM (Un),AL01,EST,CH,AL01-EST-CH,38,Central 
288198, ROLAMENTO YAR 208,AL01,EST,CH,AL01-EST-CH,20,Central 
288009, ROLAMENTO 6001 2RS (Un),AL01,EST,CH,AL01-EST-CH,10,Central 
213849, CORREIA ABERTA V20M ,AL01,EST,CH,AL01-EST-CH,3,Central 
200406, KIT BOMBA MULTI,NÃO EXISTE,NÃO EXISTE,,NÃO EXISTE-NÃO EXISTE-,1,Central 
200491," TELA SOMBRITE PRETA 70% 3,00M LARG. (M)",AL01,EST,CH,AL01-EST-CH,100,Central 
200402, KIT MULTI,NÃO EXISTE,NÃO EXISTE,,NÃO EXISTE-NÃO EXISTE-,1,Central 
224572, CORREIA TRANSP. LISA PRETA C/03 LONAS CF150 RAA CÓD. P.20.194.01.01 (Un),NÃO EXISTE,NÃO EXISTE,,NÃO EXISTE-NÃO EXISTE-,1,Central 
120985, CHAPA EXPANDIDA 1/4 X 2000 X 1000MM (Un),AL04,CHA,,AL04-CHA-,4,Central 
200335, GUIA UHMW EST. LATERAL 75 x 2970mm ,AL01,EST,PJ06,AL01-EST-PJ06,12,Central 
648384, INS SPMG 07T308 ZVRW1328 (Un),AL01,GAV,GT01,AL01-GAV-GT01,20,Central 
134034," TUBO QDR    30,00 X 3MM (KG)",AL04,SER,,AL04-SER-,"25,52",Central 
224395, CORREIA TRANS VM 9/2,NÃO EXISTE,NÃO EXISTE,,NÃO EXISTE-NÃO EXISTE-,4,Central 
126160, AÇO CHATO LAM 1/2 X 2.1/2 SAE,AL04,SER,,AL04-SER-,"75,97",Central 
258143, PARAF SEX   1/2 X 3     UNF ZB (Un),AL01,EST,B01,AL01-EST-B01,402,Central 
350076,,AL01,SL1,B,AL01-SL1-B,0,Central 
496819,TUBO ESC  1.1/2  GALV     TANQUE (Un),AL01,ACESS,,AL01-ACESS-,0,Central 
481040,SUSPIRO TANQUE (Un),AL01,ACESS,,AL01-ACESS-,0,Central 
496832,TUBO ESC 2   GALV            TANQUE (Un),AL01,ACESS,,AL01-ACESS-,0,Central 
410639,"MANIVELA BORBOLETA 1/2"" [FTC/FT6500] (Un)",AL01,ACESS,,AL01-ACESS-,0,Central 
31694,CONJUNTO APOIO DA MANGUEIRA - TANQUES (Un),AL01,ACESS,,AL01-ACESS-,7,Central 
31690,CONJUNTO APOIO DA MANGUEIRA GRADIL - TANQUES (Un),AL01,ACESS,,AL01-ACESS-,7,Central 
447006,"PORTA CABO - FREIO U4/6 P2/4 A3,5 (Un)",AL01,ACESS,,AL01-ACESS-,24,Central 
31689,APOIO DO CARDAN (Un),AL01,ACESS,,AL01-ACESS-,0,Central 
30694,ALAVANCA DE FREIO - CHASSI SC CBH/CBHM 4T M17,AL01,ACESS,,AL01-ACESS-,0,Central 
28832,VARÃO DA TRAVA - CBH 2 EIXOS (Un),AL01,ACESS,,AL01-ACESS-,0,Central 
26333,"CORRENTE SEM GANCHO CARROCERIA METALICA S4,0/G4,0 (Un)",AL01,ACESS,,AL01-ACESS-,0,Central 
26332,"CORRENTE COM GANCHO CARROCERIA METALICA S4,0/G4,0 (Un)",AL01,ACESS,,AL01-ACESS-,0,Central 
32048,CORRENTE COMPLEMENTAR SIMPLES CARROC,AL01,ACESS,,AL01-ACESS-,10,Central 
23322,APOIO DA  MANGUEIRA   CBHM 2 EIXOS (Un),AL01,ACESS,,AL01-ACESS-,0,Central 
439721,PINO TRAS - BAL   TANDEM  FA4/6 (Un),AL01,ACESS,,AL01-ACESS-,0,Central 
450133,PINO TRAS. BALANCIM      UVA (Un),AL01,ACESS,,AL01-ACESS-,0,Central 
28844,PINO DA TAMPA TRASEIRA [CBH] (Un),AL01,ACESS,,AL01-ACESS-,0,Central 
444947,PINO ICAMENTO - CX ACESS  CAR (Un),AL01,ACESS,,AL01-ACESS-,0,Central 
32232,PINO DO BRACO - TANDEM CBH/CBHM M20 (Un),AL01,ACESS,,AL01-ACESS-,0,Central 
25472,PINO DO CILINDRO CBH8 (Un),AL01,ACESS,,AL01-ACESS-,30,Central 
412168,ARRUELA ENCOSTO - ICAM    U6T (Un),AL01,ACESS,,AL01-ACESS-,100,Central 
32233,PINO DE ARTICULAÇÃO [CBH/CBHM-1E] (Un),AL01,ACESS,,AL01-ACESS-,6,Central 
32234,PINO DE ARTICULAÇÃO _ CBH/CBHM 02 EIXOS (Un),AL01,ACESS,,AL01-ACESS-,0,Central 
496996,PINO MAIOR CILINDRO - ACESS CBH (Un),AL01,ACESS,,AL01-ACESS-,0,Central 
490430,PINO MENOR CILINDRO - ACESS   CBHM (Un),AL01,ACESS,,AL01-ACESS-,0,Central 
25856,PINO CENTRAL - ACESS (M14) CBH/CBHM 02 EIXOS (Un),AL01,ACESS,,AL01-ACESS-,0,Central 
25782,MANCAL DO CILINDRO - CBH 8T (Un),AL01,ACESS,,AL01-ACESS-,0,Central 
444819,PINO GUIA BALANC-CX ACESS FT5 (Un),AL01,ACESS,,AL01-ACESS-,0,Central 
444868,PINO TRASEIRO BALANCIM / ABERTURA LATERAL [CBH/CBHM/F/FA/FTC] (Un),AL01,ACESS,,AL01-ACESS-,80,Central 
443426,PINO FEIXE MOLA-ROD U4    P4P2 (Un),AL01,ACESS,,AL01-ACESS-,0,Central 
443827,PINO ICAMENTO (M98) FA (Un),AL01,ACESS,,AL01-ACESS-,0,Central 
443438,PINO CENTRO-5 RODA U6U4 (Un),AL01,ACESS,,AL01-ACESS-,0,Central 
33331,PINO DE ENGATE C/ ARGOLA [CBH/CBHM/F/FA] (Un),AL01,ACESS,,AL01-ACESS-,71,Central 
486553,PINO DA TAMPA TRAS/ROLD CBH/CBHM (Un),AL01,ACESS,,AL01-ACESS-,134,Central 
424020,DEGRAU INFERIOR TANQUES (Un),AL01,ACESS,,AL01-ACESS-,0,Central 
461246,PINO DE FEIXE DE MOLAS CBH (Un),AL01,ACESS,,AL01-ACESS-,0,Central 
443360,PINO ALAV/COMANDO - FREIO CAR (Un),AL01,ACESS,,AL01-ACESS-,0,Central 
457012,TENSOR CABOS - FREIO CAR,AL01,ACESS,,AL01-ACESS-,0,Central 
497101,CINTA FREIO - EIXO TRAS F4CC (Un),AL01,ACESS,,AL01-ACESS-,0,Central 
25656,TRAVA DO GRAMPO DA MOLA - ACESS CARRETAS (NOV13...) (Un),AL01,ACESS,,AL01-ACESS-,0,Central 
134019NAC, TUBO RETANGULAR 200 X 100 X 6.35 (KG),AL04,CHA,,AL04-CHA-,1764,Central 
801136, ARGONIO GASOSO (M3),AL10,GASES,,AL10-GASES-,30,Central 
236210, MANCAL PA 204 (Un),AL01,EST,PJ06,AL01-EST-PJ06,24,Central 
299719, TE RECALQUE 2 220,NÃO EXISTE,NÃO EXISTE,,NÃO EXISTE-NÃO EXISTE-,1,Central 
117113, TARUGO NYLON RED. DE 100mm. (M),NÃO EXISTE,NÃO EXISTE,,NÃO EXISTE-NÃO EXISTE-,"28,2",Central 
226114, MOLA TRAÇÃO MT 4X29 5X104X151 5T CRUZ (Un),AL01,AM,AM06,AL01-AM-AM06,12,Central 
650301," INS TDT 6.00 E 0,80 TT7220 (Un)",NÃO EXISTE,NÃO EXISTE,,NÃO EXISTE-NÃO EXISTE-,10,Central 
200371," TELA SOMBRAX PRETA 50% 3,00 (M)",AL01,EST,CH,AL01-EST-CH,42,Central 
238409, MOLA PARA FIXAR FILME ,AL01,AM,AM06,AL01-AM-AM06,"5,1",Central 
299715, CARDAN REF. 2001/2P B20B20,AL02,GALPÃO,,AL02-GALPÃO-,8,Central 
240551, ADAPT. MACHO JIC 3/4 X 3/8 NPT (Un),NÃO EXISTE,NÃO EXISTE,,NÃO EXISTE-NÃO EXISTE-,58,Central 
200490, CONEC. SAK C/ PORTA FUSÍVEL C/ SIN 24V MAT,AL01,EST,CX,AL01-EST-CX,69,Central 
649042, INS 16 IRM AG 60 VP 15 MIT (Un),NÃO EXISTE,NÃO EXISTE,,NÃO EXISTE-NÃO EXISTE-,5,Central 
292258, JOELHO 90º JIC 1.1/16 X 1.5/16 UNF (Un),NÃO EXISTE,NÃO EXISTE,,NÃO EXISTE-NÃO EXISTE-,7,Central 
200030, ELEMENTO FILTRANTE HEK85,NÃO EXISTE,NÃO EXISTE,,NÃO EXISTE-NÃO EXISTE-,2,Central 
501082, ROLAMENTO 6204,MANUTENÇÃO,MANUTENÇÃO,,MANUTENÇÃO-MANUTENÇÃO-,22,Central 
504776, UNIÃO FG ASSENTO PLANO 1/2 (Un),MANUTENÇÃO,MANUTENÇÃO,,MANUTENÇÃO-MANUTENÇÃO-,14,Central 
534222," ABRACADEIRA NYLON 0,20CM PRETA (Un)",MANUTENÇÃO,MANUTENÇÃO,,MANUTENÇÃO-MANUTENÇÃO-,900,Central 
504730, JOELHO FEMEA NPT 3/4 X 3/4 (Un),MANUTENÇÃO,MANUTENÇÃO,,MANUTENÇÃO-MANUTENÇÃO-,2,Central 
501700, GRAXA BRANCA SPRAY (Un),MANUTENÇÃO,MANUTENÇÃO,,MANUTENÇÃO-MANUTENÇÃO-,9,Central 
510392, PARAF ALLEN C/C 14X180MM (Un),MANUTENÇÃO,MANUTENÇÃO,,MANUTENÇÃO-MANUTENÇÃO-,4,Central 
504950, BUJÃO FG 1 (Un),MANUTENÇÃO,MANUTENÇÃO,,MANUTENÇÃO-MANUTENÇÃO-,23,Central 
500075, ABRACADEIRA DE NY 200MM NT T050R (Un),MANUTENÇÃO,MANUTENÇÃO,,MANUTENÇÃO-MANUTENÇÃO-,900,Central 
533024, PLUGUE FEMEA 2P + T 20A TMD2,MANUTENÇÃO,MANUTENÇÃO,,MANUTENÇÃO-MANUTENÇÃO-,8,Central 
501179, LUVA FG 1 (Un),MANUTENÇÃO,MANUTENÇÃO,,MANUTENÇÃO-MANUTENÇÃO-,9,Central 
501136, ROLAMENTO 6001 2RS (Un),MANUTENÇÃO,MANUTENÇÃO,,MANUTENÇÃO-MANUTENÇÃO-,5,Central 
500722, PARAF. ALLEN C.CAB 3/8 X 1.1/2 UNC (Un),MANUTENÇÃO,MANUTENÇÃO,,MANUTENÇÃO-MANUTENÇÃO-,20,Central 
510391, PARAF ALLEN C/C 14X50MM (Un),MANUTENÇÃO,MANUTENÇÃO,,MANUTENÇÃO-MANUTENÇÃO-,10,Central 
504617, BUJÃO FG 1/2 (Un),MANUTENÇÃO,MANUTENÇÃO,,MANUTENÇÃO-MANUTENÇÃO-,15,Central 
504731, LUVA FEMEA NPT 3/4 X 3/4 (Un),MANUTENÇÃO,MANUTENÇÃO,,MANUTENÇÃO-MANUTENÇÃO-,1,Central 
510236, PARAF ALLEN C/C 10X90MM (Un),MANUTENÇÃO,MANUTENÇÃO,,MANUTENÇÃO-MANUTENÇÃO-,5,Central 
213847, CORREIA ABERTA 2L 1/8 X 1/16 ,NÃO EXISTE,NÃO EXISTE,,NÃO EXISTE-NÃO EXISTE-,4,Central 
213841, CORREIA TR 2L ,NÃO EXISTE,NÃO EXISTE,,NÃO EXISTE-NÃO EXISTE-,10,Central 
222141, VALV. REGUL. DE VAZAO 60L/MIN 1/2 NPT (Un),NÃO EXISTE,NÃO EXISTE,,NÃO EXISTE-NÃO EXISTE-,2,Central 
224158, CORREIA B,NÃO EXISTE,NÃO EXISTE,,NÃO EXISTE-NÃO EXISTE-,4,Central 
240647, REPARO CILINDRO CILINDRO TEL. CBH 8T 19 OC V3585,NÃO EXISTE,NÃO EXISTE,,NÃO EXISTE-NÃO EXISTE-,2,Central 
259241, PARAF SEX   1 X 11   UNC ZB (Un),NÃO EXISTE,NÃO EXISTE,,NÃO EXISTE-NÃO EXISTE-,19,Central 
